0,1
43.781433,-79.415024
43.7687695,-79.4130214
43.7620348,-79.4118972
43.7448669,-79.4064875
43.7253875,-79.4024915
43.7053057,-79.3989653
43.697657,-79.3970798
43.6874845,-79.3930467
43.6822899,-79.3907744
43.6769543,-79.3888248
43.6706216,-79.3865296
43.6655213,-79.3838167
43.6613247,-79.3830746
43.6562811,-79.380459
43.6523969,-79.3792228
43.6491523,-79.3778599
43.6452213,-79.3806034
43.6476574,-79.3848079
43.6506144,-79.3868314
43.6548308,-79.3883485
43.6598804,-79.3904768
43.6670059,-79.3934342
43.6682821,-79.3998421
43.6671711,-79.4043534
43.6748552,-79.407081
43.6841895,-79.4154172
43.6993703,-79.4361468
43.7087787,-79.4407294
43.7157733,-79.4441211
43.7245766,-79.4474947
43.7344665,-79.4501089
43.7496913,-79.4618986
43.7534991,-79.478955
43.7651403,-79.4910434
43.7739092,-79.4998269
43.7771693,-79.5103292
43.783215,-79.5237479
43.7942439,-79.5274867
43.6376286,-79.5354249
43.6452853,-79.5239328
43.6482202,-79.511319
43.6500958,-79.4949727
43.6499455,-79.483832
43.651708,-79.4759444
43.6538467,-79.4668176
43.6555476,-79.4597003
43.6569297,-79.4531164
43.6590797,-79.442801
43.6601528,-79.4356792
43.6623565,-79.4263675
43.6641133,-79.4183667
43.6660011,-79.4112152
43.6703296,-79.3899933
43.6721666,-79.3764313
43.6737948,-79.3686386
43.6768707,-79.3583223
43.6782356,-79.3524545
43.6799348,-79.3449091
43.6809959,-79.3377767
43.682552,-79.330353
43.684209,-79.3230702
43.6863715,-79.3128161
43.6889948,-79.301919
43.6945281,-79.288694
43.711021,-79.280045
43.732504,-79.263632
43.7507067,-79.2704263
43.7669332,-79.2763162
43.7704116,-79.2721763
43.7743843,-79.2579509
43.7749311,-79.2518181
43.766874,-79.3863038
43.7690915,-79.3759078
43.7712955,-79.3648347
43.7757106,-79.3453617
